Comment,Tag,clean_sentence,clean_data
"কাপড় কোয়ালিটি ভালো। সাইজ ঠিক ঠাক, দেখতে সুন্দর আছে, ডেলিভারি সময় মত। সবাই নিতে পারেন।",2,কাপড় কোয়ালিটি ভালো সাইজ ঠিক ঠাক দেখতে সুন্দর আছে ডেলিভারি সময় মত সবাই নিতে পারেন,কাপড় কোয়ালিটি ভালো সাইজ ঠাক সুন্দর ডেলিভারি মত সবাই
আলহামদুলিল্লাহ যেমন চেয়েছি তার চেয়ে ভালো পেয়েছি। দারাজ কে অনেক অনেক ধন্যবাদ।,2,আলহামদুলিল্লাহ যেমন চেয়েছি তার চেয়ে ভালো পেয়েছি দারাজ কে অনেক অনেক ধন্যবাদ,আলহামদুলিল্লাহ চেয়েছি ভালো পেয়েছি দারাজ ধন্যবাদ
"অনেক সুন্দর একটা পোষাক, কাপড়ের মান ভালো, সেলাই কোয়ালিটি ভালো, আমার অনেক ভালো লেগেছে, চাইলে আপনারাও নিতে পারেন, ধন্যবাদ দারাজকে।",2,অনেক সুন্দর একটা পোষাক কাপড়ের মান ভালো সেলাই কোয়ালিটি ভালো আমার অনেক ভালো লেগেছে চাইলে আপনারাও নিতে পারেন ধন্যবাদ দারাজকে,সুন্দর পোষাক কাপড়ের মান ভালো সেলাই কোয়ালিটি ভালো ভালো লেগেছে চাইলে আপনারাও ধন্যবাদ দারাজকে
কোয়ালিটি ভালো আছে কিন্তু অর্ডার দিছি এক কালার দিছে আরেক কালার এই ব্যাপারটা মোটেও ভালো লাগে নাই। সেইম  কালার পাইলে খুশি হইতাম। আপনারা চাইলে নিতে পারেন।,1,কোয়ালিটি ভালো আছে কিন্তু অর্ডার দিছি এক কালার দিছে আরেক কালার এই ব্যাপারটা মোটেও ভালো লাগে নাই সেইম কালার পাইলে খুশি হইতাম আপনারা চাইলে নিতে পারেন,কোয়ালিটি ভালো অর্ডার দিছি এক কালার দিছে আরেক কালার ব্যাপারটা মোটেও ভালো লাগে সেইম কালার পাইলে খুশি হইতাম আপনারা চাইলে
"ছবিতে যেমন দেখেছি তার চেয়ে আরো ভালো পেয়েছি আলহামদুলিল্লাহ, ধন্যবাদ সেলার ভাইকে  কথা কাজে মিল রাখার জন্য,",2,ছবিতে যেমন দেখেছি তার চেয়ে আরো ভালো পেয়েছি আলহামদুলিল্লাহ ধন্যবাদ সেলার ভাইকে কথা কাজে মিল রাখার জন্য,ছবিতে দেখেছি আরো ভালো পেয়েছি আলহামদুলিল্লাহ ধন্যবাদ সেলার ভাইকে কথা মিল রাখার
ধন্যবাদ দারাজ কে এত তাড়াতাড়ি  আমার ডেলিভারিটা দেয়ার জন্য ।  যেমন টা দেখেছিলাম তার থেকেও ভালো পেয়েছি ,2,ধন্যবাদ দারাজ কে এত তাড়াতাড়ি আমার ডেলিভারিটা দেয়ার জন্য যেমন টা দেখেছিলাম তার থেকেও ভালো পেয়েছি,ধন্যবাদ দারাজ তাড়াতাড়ি ডেলিভারিটা দেয়ার টা দেখেছিলাম ভালো পেয়েছি
অসংখ্য ধন্যবাদ সেলারকে। দাম অনুযায়ী এই ঘড়িটা আলহামদুলিল্লাহ অনেক ভালো। দারাজের উপর আমার বিশ্বাস ছিল। আলহামদুলিল্লাহ এই সেলার ভাই ভালো প্রোডাক্ট দিয়েছে।,2,অসংখ্য ধন্যবাদ সেলারকে দাম অনুযায়ী এই ঘড়িটা আলহামদুলিল্লাহ অনেক ভালো দারাজের উপর আমার বিশ্বাস ছিল আলহামদুলিল্লাহ এই সেলার ভাই ভালো প্রোডাক্ট দিয়েছে,অসংখ্য ধন্যবাদ সেলারকে দাম অনুযায়ী ঘড়িটা আলহামদুলিল্লাহ ভালো দারাজের বিশ্বাস আলহামদুলিল্লাহ সেলার ভাই ভালো প্রোডাক্ট দিয়েছে
ঘড়িটা অনেক শখ করে কিনেছি। কিন্তু ঘড়িটা নষ্ট। এদের জন্য দারাজ থেকে কোনো পন্য ক্রয় করতে ইচ্ছা  হয় না।,0,ঘড়িটা অনেক শখ করে কিনেছি কিন্তু ঘড়িটা নষ্ট এদের জন্য দারাজ থেকে কোনো পন্য ক্রয় করতে ইচ্ছা হয় না,ঘড়িটা শখ কিনেছি ঘড়িটা নষ্ট দারাজ পন্য ক্রয়
"এই দামে এই ঘড়ি আশা করিনাই, ভালো প্রোডাক্ট না বললে সেলারের সাথে বেইমানি করা  হবে, এতো সুন্দর ফিনিশিং এক কথায় অসাধারণ,",2,এই দামে এই ঘড়ি আশা করিনাই ভালো প্রোডাক্ট না বললে সেলারের সাথে বেইমানি করা হবে এতো সুন্দর ফিনিশিং এক কথায় অসাধারণ,দামে ঘড়ি আশা করিনাই ভালো প্রোডাক্ট বললে সেলারের সাথে বেইমানি এতো সুন্দর ফিনিশিং এক কথায় অসাধারণ
অনেকে ভালো ভেবে নিয়েছিলাম ঘড়িটা   কিন্তু হাতে পেয়ে দেখি মোটেও ভালো না। এখন যারা নিবেন  তারা নিজ দায়িত্বে নিবেন,0,অনেকে ভালো ভেবে নিয়েছিলাম ঘড়িটা কিন্তু হাতে পেয়ে দেখি মোটেও ভালো না এখন যারা নিবেন তারা নিজ দায়িত্বে নিবেন,ভালো ভেবে নিয়েছিলাম ঘড়িটা হাতে পেয়ে দেখি মোটেও ভালো নিবেন নিজ দায়িত্বে নিবেন
"যেমন ভবছিলান তেমনটা পাই নাই পুরোটাই প্লাস্টিকের তৈরি বডি টা মেটাল ভাবছিলাম, আমি হতাশ  ফিনিশিং টা বেশি ভালো নাহ",0,যেমন ভবছিলান তেমনটা পাই নাই পুরোটাই প্লাস্টিকের তৈরি বডি টা মেটাল ভাবছিলাম আমি হতাশ ফিনিশিং টা বেশি ভালো নাহ,ভবছিলান তেমনটা পাই পুরোটাই প্লাস্টিকের তৈরি বডি টা মেটাল ভাবছিলাম হতাশ ফিনিশিং টা ভালো নাহ
একদিন ভালো করে ঘড়ি চলে নাই ..কি প্রোডাক্ট দিছেন.. ডেলিভারি চার্জ টা ও অনেক বেশি.. ,0,একদিন ভালো করে ঘড়ি চলে নাই কি প্রোডাক্ট দিছেন ডেলিভারি চার্জ টা ও অনেক বেশি,একদিন ভালো ঘড়ি প্রোডাক্ট দিছেন ডেলিভারি চার্জ টা
বলার কিছু না সব কিছু ঠিকঠাক। যা চেয়েছি সব ভালো পেয়েছি ।ধন‍্যবাদ দারাজকে ভালো পণ্য দেওয়ার জন্য।সেলার ভাই খুব ভালো,2,বলার কিছু না সব কিছু ঠিকঠাক যা চেয়েছি সব ভালো পেয়েছি ধন‍্যবাদ দারাজকে ভালো পণ্য দেওয়ার জন্যসেলার ভাই খুব ভালো,বলার ঠিকঠাক চেয়েছি ভালো পেয়েছি ধন‍্যবাদ দারাজকে ভালো পণ্য দেওয়ার জন্যসেলার ভাই ভালো
ডেলিভারি ম্যানের  ব্যবহারটা খুবই ভালো ছিল কিন্তু ঘড়িটার মান একেবারেই খারাপ না   .মোটামোটি চলে,1,ডেলিভারি ম্যানের ব্যবহারটা খুবই ভালো ছিল কিন্তু ঘড়িটার মান একেবারেই খারাপ না মোটামোটি চলে,ডেলিভারি ম্যানের ব্যবহারটা ভালো ঘড়িটার মান একেবারেই খারাপ মোটামোটি
অনেক  সুন্দর একটা ঘড়ি এতো  কম দামে দারাজ সুন্দরভাবে  ডেলিভারি করছে সেইজন্য সেলারকে ধন্যবাদ ,2,অনেক সুন্দর একটা ঘড়ি এতো কম দামে দারাজ সুন্দরভাবে ডেলিভারি করছে সেইজন্য সেলারকে ধন্যবাদ,সুন্দর ঘড়ি এতো কম দামে দারাজ সুন্দরভাবে ডেলিভারি সেইজন্য সেলারকে ধন্যবাদ
কিছু মাদার বোড আছে বলছে এতো কমদামে এতো ভালো জিনিস। সেই সব লোকদের বলছি। ভালো হয়ে যান। টাকা কি চুদে আসে।,0,কিছু মাদার বোড আছে বলছে এতো কমদামে এতো ভালো জিনিস সেই সব লোকদের বলছি ভালো হয়ে যান টাকা কি চুদে আসে,মাদার বোড বলছে এতো কমদামে এতো ভালো জিনিস লোকদের বলছি ভালো হয়ে টাকা চুদে আসে
ভালো পেয়েছি ঘড়িটা ছোট ভাইকে দিছি।আপনিও নিতে পারেন সমস্যা নাই,2,ভালো পেয়েছি ঘড়িটা ছোট ভাইকে দিছিআপনিও নিতে পারেন সমস্যা নাই,ভালো পেয়েছি ঘড়িটা ছোট ভাইকে দিছিআপনিও সমস্যা
ঘড়িটি সুন্দর। আমার পছন্দ হয়েছে। হাতে অনেক মানিয়েছে।  নিতে পারেন সবাই ,2,ঘড়িটি সুন্দর আমার পছন্দ হয়েছে হাতে অনেক মানিয়েছে নিতে পারেন সবাই,ঘড়িটি সুন্দর পছন্দ হয়েছে হাতে মানিয়েছে সবাই
অনেক সুন্দর একটি ঘড়ি এবং বিল্ড কোয়ালিটি অনেক ভালো দাম অনুযায়ী।ডেলিভারিও পেয়েছি অনেক দ্রুত সময়ের মধ্যেই। ধন্যবাদ সেলার ভাই এবং দারাজকে।,2,অনেক সুন্দর একটি ঘড়ি এবং বিল্ড কোয়ালিটি অনেক ভালো দাম অনুযায়ীডেলিভারিও পেয়েছি অনেক দ্রুত সময়ের মধ্যেই ধন্যবাদ সেলার ভাই এবং দারাজকে,সুন্দর ঘড়ি বিল্ড কোয়ালিটি ভালো দাম অনুযায়ীডেলিভারিও পেয়েছি দ্রুত সময়ের ধন্যবাদ সেলার ভাই দারাজকে
ধন্যবাদ সেলার ভাইকে সঠিক ঘড়ি দেয়ার জন্য। প্যাকেজিং খুব ভালো লাগলো। কোয়ালিটি ১০০/১০০,2,ধন্যবাদ সেলার ভাইকে সঠিক ঘড়ি দেয়ার জন্য প্যাকেজিং খুব ভালো লাগলো কোয়ালিটি /,ধন্যবাদ সেলার ভাইকে সঠিক ঘড়ি দেয়ার প্যাকেজিং ভালো লাগলো কোয়ালিটি /
"সালার প্রত্যেকটা সেলার  কুত্তার বাচ্চা,,, অমানুষের বাচ্চা জানোয়ারের বাচ্চা,,,ডান পাশে সুইচ দুইটা নষ্ট,,,বলছি কালো দিছে লাল,,,আর কখনো তোদের দারাজ এপ থেকে কিচ্ছু কিনবো না,,,",0,সালার প্রত্যেকটা সেলার কুত্তার বাচ্চা অমানুষের বাচ্চা জানোয়ারের বাচ্চাডান পাশে সুইচ দুইটা নষ্টবলছি কালো দিছে লালআর কখনো তোদের দারাজ এপ থেকে কিচ্ছু কিনবো না,সালার প্রত্যেকটা সেলার কুত্তার বাচ্চা অমানুষের বাচ্চা জানোয়ারের বাচ্চাডান পাশে সুইচ দুইটা নষ্টবলছি কালো দিছে লালআর কখনো তোদের দারাজ এপ কিচ্ছু কিনবো
ধন্যবাদ সেলার কে যেমনটা অর্ডার করেছিলাম তেমনটাই পেয়েছি। অনেক সুন্দর একটা ঘড়ি আপনারা সবাই কিনতে পারেন।,2,ধন্যবাদ সেলার কে যেমনটা অর্ডার করেছিলাম তেমনটাই পেয়েছি অনেক সুন্দর একটা ঘড়ি আপনারা সবাই কিনতে পারেন,ধন্যবাদ সেলার যেমনটা অর্ডার করেছিলাম তেমনটাই পেয়েছি সুন্দর ঘড়ি আপনারা সবাই কিনতে
একদম বাজে ঘড়ি কিনেছি দু মাস হয়নি নষ্ট হয়ছে। একদম বাজে ঘড়ি আর কেউ নেবেন না তাহলে আমার মতো ঠকতে হবে,0,একদম বাজে ঘড়ি কিনেছি দু মাস হয়নি নষ্ট হয়ছে একদম বাজে ঘড়ি আর কেউ নেবেন না তাহলে আমার মতো ঠকতে হবে,একদম বাজে ঘড়ি কিনেছি মাস নষ্ট হয়ছে একদম বাজে ঘড়ি নেবেন ঠকতে
"আলহামদুলিল্লাহ আজ হাতে পেলাম। কোয়ালাটি মোটামুটি ভালই, তবে বেল্ট সফট না। বেল্ট সফট হলে আরো ভালো লাগত।",1,আলহামদুলিল্লাহ আজ হাতে পেলাম কোয়ালাটি মোটামুটি ভালই তবে বেল্ট সফট না বেল্ট সফট হলে আরো ভালো লাগত,আলহামদুলিল্লাহ হাতে পেলাম কোয়ালাটি মোটামুটি ভালই বেল্ট সফট বেল্ট সফট আরো ভালো লাগত
ভাই এটা কি ? প্রোডাক্ট দেয়ার আগে একটু দেখে দিবেন না? স্ক্রু কোথায় একটা??,0,ভাই এটা কি প্রোডাক্ট দেয়ার আগে একটু দেখে দিবেন না স্ক্রু কোথায় একটা,ভাই প্রোডাক্ট দেয়ার একটু দিবেন স্ক্রু
আলহামদুলিল্লাহ্। তিন দিন ব্যবহার  করে তার পরে রিভিউ দিলাম। আমার কাছে ভালো লাগছে। যে কালার টা অর্ডার করছিলাম সেটাই পাইছি,2,আলহামদুলিল্লাহ্ তিন দিন ব্যবহার করে তার পরে রিভিউ দিলাম আমার কাছে ভালো লাগছে যে কালার টা অর্ডার করছিলাম সেটাই পাইছি,আলহামদুলিল্লাহ্ তিন রিভিউ দিলাম ভালো লাগছে কালার টা অর্ডার করছিলাম পাইছি
এইটা কি দিলেন ভাই.চাইলাম রাজরানী পাঠাইলেন চুতমারানি। এইটা কিছু হইলো  ,0,এইটা কি দিলেন ভাইচাইলাম রাজরানী পাঠাইলেন চুতমারানি এইটা কিছু হইলো,এইটা ভাইচাইলাম রাজরানী পাঠাইলেন চুতমারানি এইটা হইলো
শোনেন আপনাদের দারাজ একটা বাজে  ওয়েবসাইট  সাইট ভালো কোনো পন্য পাওয়া যায় না এইখানে।  আপনাদের মানসিকতা ভাল করেন  তাহলে আরো কাষ্টমার পাবেন ৷,0,শোনেন আপনাদের দারাজ একটা বাজে ওয়েবসাইট সাইট ভালো কোনো পন্য পাওয়া যায় না এইখানে আপনাদের মানসিকতা ভাল করেন তাহলে আরো কাষ্টমার পাবেন ৷,শোনেন আপনাদের দারাজ বাজে ওয়েবসাইট সাইট ভালো পন্য পাওয়া এইখানে আপনাদের মানসিকতা ভাল আরো কাষ্টমার পাবেন ৷
"চার পাশে প্লাস্টিক,, ঘড়িতে এত প্লাস্টিক থাকলে কিভাবে হয়,, যার  জন্য ফিটিং হয়না,, হাতে লাগেনা ঘড়ি,,",0,চার পাশে প্লাস্টিক ঘড়িতে এত প্লাস্টিক থাকলে কিভাবে হয় যার জন্য ফিটিং হয়না হাতে লাগেনা ঘড়ি,পাশে প্লাস্টিক ঘড়িতে প্লাস্টিক থাকলে ফিটিং হয়না হাতে লাগেনা ঘড়ি
আলহামদুলিল্লাহ্ যেমন চেয়েছিলাম তেমনই পেয়েছি । যথেষ্ট ভালো প্রোডাক্ট,2,আলহামদুলিল্লাহ্ যেমন চেয়েছিলাম তেমনই পেয়েছি যথেষ্ট ভালো প্রোডাক্ট,আলহামদুলিল্লাহ্ চেয়েছিলাম তেমনই পেয়েছি ভালো প্রোডাক্ট
যেমন টা চেয়েছি তেমন তাই পেয়েছি ডেলিভারি ভাই কে ধন্যবাদ জানাই,2,যেমন টা চেয়েছি তেমন তাই পেয়েছি ডেলিভারি ভাই কে ধন্যবাদ জানাই,টা চেয়েছি পেয়েছি ডেলিভারি ভাই ধন্যবাদ জানাই
ঘড়িটি দেখতে সুন্দর কিন্তু কোয়ালিটি একদম লো। একটুতেই ভিতরে ধুলাবালি ঢুকে যায়। ঘড়ির সাইজ টা ও তুলনামূলক ছোট। যাদের হাত একটু মোটা তাদের জন্য এই ঘড়ি না।,0,ঘড়িটি দেখতে সুন্দর কিন্তু কোয়ালিটি একদম লো একটুতেই ভিতরে ধুলাবালি ঢুকে যায় ঘড়ির সাইজ টা ও তুলনামূলক ছোট যাদের হাত একটু মোটা তাদের জন্য এই ঘড়ি না,ঘড়িটি সুন্দর কোয়ালিটি একদম লো একটুতেই ভিতরে ধুলাবালি ঢুকে ঘড়ির সাইজ টা তুলনামূলক ছোট হাত একটু মোটা ঘড়ি
অনেক খারাপ রুমের লাইটের মধ্যে টাইম দেখা যায় না চোখের কাছে এনে দেখতে হয় আর বাহির গেলে তো লাইট চালু করলেও দেখা যায় না। লাইটের পাওয়ার অনেক কম মনে হয় পুরাতন ঘড়ি।,0,অনেক খারাপ রুমের লাইটের মধ্যে টাইম দেখা যায় না চোখের কাছে এনে দেখতে হয় আর বাহির গেলে তো লাইট চালু করলেও দেখা যায় না লাইটের পাওয়ার অনেক কম মনে হয় পুরাতন ঘড়ি,খারাপ রুমের লাইটের টাইম চোখের এনে বাহির লাইট করলেও লাইটের পাওয়ার কম পুরাতন ঘড়ি
"চাইছি ব্লু কালার  দিয়েছে অরেঞ্জ কালার সেই জন্য । তাছাড়া ঘড়ির সাথে কোন বক্স বা ভালো প্যাকেট দেননি, সাদামাটা প্যাকেজিং। ",0,চাইছি ব্লু কালার দিয়েছে অরেঞ্জ কালার সেই জন্য তাছাড়া ঘড়ির সাথে কোন বক্স বা ভালো প্যাকেট দেননি সাদামাটা প্যাকেজিং,চাইছি ব্লু কালার দিয়েছে অরেঞ্জ কালার তাছাড়া ঘড়ির সাথে বক্স ভালো প্যাকেট দেননি সাদামাটা প্যাকেজিং
"যেমন ছবিতে দেখেছিলাম ঠিক তেমনটাই পাইছি অনেক ভালো একাটা ঘড়ি, চাইলে আপনারা নিতে পারেন ,আর সেলার কে অনেক ধন্যবাদ",2,যেমন ছবিতে দেখেছিলাম ঠিক তেমনটাই পাইছি অনেক ভালো একাটা ঘড়ি চাইলে আপনারা নিতে পারেন আর সেলার কে অনেক ধন্যবাদ,ছবিতে দেখেছিলাম তেমনটাই পাইছি ভালো একাটা ঘড়ি চাইলে আপনারা সেলার ধন্যবাদ
দাম অনুযায়ী পন্যটা ভালো ছিলো।যদিও আমার ডেলিভারি টাইমের তিন দিন পর পাইছি। আমার কাছে ভালো ছিলো,2,দাম অনুযায়ী পন্যটা ভালো ছিলোযদিও আমার ডেলিভারি টাইমের তিন দিন পর পাইছি আমার কাছে ভালো ছিলো,দাম অনুযায়ী পন্যটা ভালো ছিলোযদিও ডেলিভারি টাইমের তিন পাইছি ভালো ছিলো
সেলার এর ব্যবহার ভালো। এবং পন্য যেটা চাইছি সেটাই দিছে। ঘড়িটি কিনলে কেউ ঠকবেন না।,2,সেলার এর ব্যবহার ভালো এবং পন্য যেটা চাইছি সেটাই দিছে ঘড়িটি কিনলে কেউ ঠকবেন না,সেলার ভালো পন্য চাইছি দিছে ঘড়িটি কিনলে ঠকবেন
অস্থির  প্রোডাক্ট এই দামে অনেক অনেক ভালো সবাই নিতে পারেন ধন্যবাদ সেলার ও দারাজকে,2,অস্থির প্রোডাক্ট এই দামে অনেক অনেক ভালো সবাই নিতে পারেন ধন্যবাদ সেলার ও দারাজকে,অস্থির প্রোডাক্ট দামে ভালো সবাই ধন্যবাদ সেলার দারাজকে
আলহামদুলিল্লাহ। ভালো প্রোডাক্টই পেয়েছি।মাত্র ৩ দিনে হাতে পেলাম।ধন্যবাদ  সেলার  ভাইকে এবং দারাজ পরিবারকে।,2,আলহামদুলিল্লাহ ভালো প্রোডাক্টই পেয়েছিমাত্র  দিনে হাতে পেলামধন্যবাদ সেলার ভাইকে এবং দারাজ পরিবারকে,আলহামদুলিল্লাহ ভালো প্রোডাক্টই পেয়েছিমাত্র দিনে হাতে পেলামধন্যবাদ সেলার ভাইকে দারাজ পরিবারকে
"সবুজ কালার অর্ডার করছিলাম, দিয়েছে হলুদ কালার। সবুজ না থাকলে সেটা তো জানাবেন, আমি অন্য কোন কালার নিতাম। এভাবে কাস্টমারের সাথে প্রতারণা করার তো মানে নাই।",0,সবুজ কালার অর্ডার করছিলাম দিয়েছে হলুদ কালার সবুজ না থাকলে সেটা তো জানাবেন আমি অন্য কোন কালার নিতাম এভাবে কাস্টমারের সাথে প্রতারণা করার তো মানে নাই,সবুজ কালার অর্ডার করছিলাম দিয়েছে হলুদ কালার সবুজ থাকলে জানাবেন কালার নিতাম এভাবে কাস্টমারের সাথে প্রতারণা মানে
"যেমনটা চেয়েছি ঠিক তেমনটাই পেয়েছি খুব ভালো লাগছে। এখন শুধু কতটা সার্ভিস দেয়..... ধন্যবাদ সেলারকে,, ধন্যবাদ জানাই দারাজ কে।",2,যেমনটা চেয়েছি ঠিক তেমনটাই পেয়েছি খুব ভালো লাগছে এখন শুধু কতটা সার্ভিস দেয় ধন্যবাদ সেলারকে ধন্যবাদ জানাই দারাজ কে,যেমনটা চেয়েছি তেমনটাই পেয়েছি ভালো লাগছে কতটা সার্ভিস দেয় ধন্যবাদ সেলারকে ধন্যবাদ জানাই দারাজ
"ভালো লেগেছে, আলহামদুলিল্লাহ, ফিনিশিং ও ভাল,মানস্মমত । কত দিন যায় এটাই দেখার বিষয়।",2,ভালো লেগেছে আলহামদুলিল্লাহ ফিনিশিং ও ভালমানস্মমত কত দিন যায় এটাই দেখার বিষয়,ভালো লেগেছে আলহামদুলিল্লাহ ফিনিশিং ভালমানস্মমত দেখার বিষয়
আমি দিতে বলেছিলাম কালো আর নীল আমাকে বলাও হয়েছিলো কালো আর নীলটা দিবে আর দেওয়ার সময় দিয়েছে কালো টা কেমন ডা লাগে বলেন,0,আমি দিতে বলেছিলাম কালো আর নীল আমাকে বলাও হয়েছিলো কালো আর নীলটা দিবে আর দেওয়ার সময় দিয়েছে কালো টা কেমন ডা লাগে বলেন,বলেছিলাম কালো নীল বলাও হয়েছিলো কালো নীলটা দিবে দেওয়ার সময় দিয়েছে কালো টা কেমন ডা লাগে
যেহেতু এটা ওয়াটার প্রুফ লেখা তাহলে এতে ধুলা কিভাবে ঢোকে গ্লাস এর ভিতর। বাজে একটা ঘড়ি।,0,যেহেতু এটা ওয়াটার প্রুফ লেখা তাহলে এতে ধুলা কিভাবে ঢোকে গ্লাস এর ভিতর বাজে একটা ঘড়ি,যেহেতু ওয়াটার প্রুফ লেখা ধুলা ঢোকে গ্লাস ভিতর বাজে ঘড়ি
অনেক চমৎকার ছিলো ঘড়িটা। একদম অরিজিনালটাই দিয়েছে।ধন্যবাদ দারাজ বাংলাদেশ। ,2,অনেক চমৎকার ছিলো ঘড়িটা একদম অরিজিনালটাই দিয়েছেধন্যবাদ দারাজ বাংলাদেশ,চমৎকার ছিলো ঘড়িটা একদম অরিজিনালটাই দিয়েছেধন্যবাদ দারাজ বাংলাদেশ
"ঘড়িটা অনেক সুন্দর, যেমন অর্ডার দিয়েছিলাম তেমনি পেয়েছি। বিকাশ পেমেন্ট করছি আগে বলে তিন দিনের ভিতরে অর্ডারটা পেয়েছি।",2,ঘড়িটা অনেক সুন্দর যেমন অর্ডার দিয়েছিলাম তেমনি পেয়েছি বিকাশ পেমেন্ট করছি আগে বলে তিন দিনের ভিতরে অর্ডারটা পেয়েছি,ঘড়িটা সুন্দর অর্ডার দিয়েছিলাম তেমনি পেয়েছি বিকাশ পেমেন্ট করছি তিন দিনের ভিতরে অর্ডারটা পেয়েছি
আলহামদুলিল্লাহ অনেক ভালো প্রোডাক্ট  যেমন চেয়েছি তেমন পেয়েছি। ধন্যবাদ। ১০/১০ দেওয়াই যায়,2,আলহামদুলিল্লাহ অনেক ভালো প্রোডাক্ট যেমন চেয়েছি তেমন পেয়েছি ধন্যবাদ / দেওয়াই যায়,আলহামদুলিল্লাহ ভালো প্রোডাক্ট চেয়েছি পেয়েছি ধন্যবাদ / দেওয়াই
ঘড়িটা আসলেই অসাধারণ যেমন চেয়েছিলাম ঠিক তেমনি পেয়েছি,2,ঘড়িটা আসলেই অসাধারণ যেমন চেয়েছিলাম ঠিক তেমনি পেয়েছি,ঘড়িটা আসলেই অসাধারণ চেয়েছিলাম তেমনি পেয়েছি
খুবই ভালো একটা ঘড়ি।দাম অনুযায়ী অনেক ভালো। প্রথমে ভেবেছিলাম ভালো হবে না কিন্তু জিনিস হাতে পাওয়ার পরে দেখি ভালোই সব কছু।,2,খুবই ভালো একটা ঘড়িদাম অনুযায়ী অনেক ভালো প্রথমে ভেবেছিলাম ভালো হবে না কিন্তু জিনিস হাতে পাওয়ার পরে দেখি ভালোই সব কছু,ভালো ঘড়িদাম অনুযায়ী ভালো প্রথমে ভেবেছিলাম ভালো জিনিস হাতে পাওয়ার দেখি ভালোই কছু
ঘড়ি টি খুব ভাল পানি ও ঢুকে না ৩দিনের মধ্যে  হাতে পেয়েছি ধন্যবাদ সেলার কে এবং দাম অনুযায়ী খুব ভাল প্রোডাক্ট ,2,ঘড়ি টি খুব ভাল পানি ও ঢুকে না দিনের মধ্যে হাতে পেয়েছি ধন্যবাদ সেলার কে এবং দাম অনুযায়ী খুব ভাল প্রোডাক্ট,ঘড়ি ভাল পানি ঢুকে দিনের হাতে পেয়েছি ধন্যবাদ সেলার দাম অনুযায়ী ভাল প্রোডাক্ট
ঘড়িটি দেখতে অনেক সুন্দর। আমি যে ঘড়িটা অর্ডার করেছিলাম ঠিক সেই ঘড়িটি আমি পেয়েছি।অর্ডার করার পরদিনই আমি ঘড়িটি হাতে পেয়েছি। দারাজ কে অনেক ধন্যবাদ এত সুন্দর সার্ভিস দেয়ার জন্য।,2,ঘড়িটি দেখতে অনেক সুন্দর আমি যে ঘড়িটা অর্ডার করেছিলাম ঠিক সেই ঘড়িটি আমি পেয়েছিঅর্ডার করার পরদিনই আমি ঘড়িটি হাতে পেয়েছি দারাজ কে অনেক ধন্যবাদ এত সুন্দর সার্ভিস দেয়ার জন্য,ঘড়িটি সুন্দর ঘড়িটা অর্ডার করেছিলাম ঘড়িটি পেয়েছিঅর্ডার পরদিনই ঘড়িটি হাতে পেয়েছি দারাজ ধন্যবাদ সুন্দর সার্ভিস দেয়ার
"বেশ কয়েকদিন ইউজ করে রিভিউ দিচ্ছি সুন্দর একটা ঘড়ি, সাইজ টা পারফেক্ট, ছোটও না বড়ও না। সেলার খুবই আন্তরিক, ধন্যবাদ।",2,বেশ কয়েকদিন ইউজ করে রিভিউ দিচ্ছি সুন্দর একটা ঘড়ি সাইজ টা পারফেক্ট ছোটও না বড়ও না সেলার খুবই আন্তরিক ধন্যবাদ,কয়েকদিন ইউজ রিভিউ দিচ্ছি সুন্দর ঘড়ি সাইজ টা পারফেক্ট ছোটও বড়ও সেলার আন্তরিক ধন্যবাদ
"ঘড়িটা যে রকম দেখছিলাম সেইরকম পাইছি। প্রথমে আমি ভাবছিলাম যে ওয়াটারপ্রুভ না,  পরে দেখলাম না এটা ওয়াটারপ্রুফ। আপনারা নিশ্চিন্তে নিতে পারেন।ধন্যবাদ দারাজকে",2,ঘড়িটা যে রকম দেখছিলাম সেইরকম পাইছি প্রথমে আমি ভাবছিলাম যে ওয়াটারপ্রুভ না পরে দেখলাম না এটা ওয়াটারপ্রুফ আপনারা নিশ্চিন্তে নিতে পারেনধন্যবাদ দারাজকে,ঘড়িটা দেখছিলাম সেইরকম পাইছি প্রথমে ভাবছিলাম ওয়াটারপ্রুভ দেখলাম ওয়াটারপ্রুফ আপনারা নিশ্চিন্তে পারেনধন্যবাদ দারাজকে
"প্রোডাক্ট  কোয়ালিটি অনেক ভাল, যেমন ঘড়ি আশা করেছিলাম ঠিক তেমনটাই পেয়েছি। ধন্যবাদ দারাজ এবং বিক্রেতাকে।",2,প্রোডাক্ট কোয়ালিটি অনেক ভাল যেমন ঘড়ি আশা করেছিলাম ঠিক তেমনটাই পেয়েছি ধন্যবাদ দারাজ এবং বিক্রেতাকে,প্রোডাক্ট কোয়ালিটি ভাল ঘড়ি আশা করেছিলাম তেমনটাই পেয়েছি ধন্যবাদ দারাজ বিক্রেতাকে
অসাধারণ। যেমনটা দেখেছিলাম ঠিক সেরকমই। সেলার  কে অসংখ্য ধন্যবাদ আর দারাজকে,2,অসাধারণ যেমনটা দেখেছিলাম ঠিক সেরকমই সেলার কে অসংখ্য ধন্যবাদ আর দারাজকে,অসাধারণ যেমনটা দেখেছিলাম সেরকমই সেলার অসংখ্য ধন্যবাদ দারাজকে
