Name,Comment,Tag
Eunus A.,"মিনিটের কাটা নড়বড়ে, প্যাকেজিং বাজে একদম, খুবই বাজে একটি ঘড়ি, কাউকে না নেয়ার অনুরোধ করছি",Negative
Md.Rezaul K.,যেমনটা চেয়েছি তেমনটা পেয়েছি কিন্তু আমার অর্ডার ছিল ২ টা প্রোডাক্ট । একটা ভালো ছিল আরেকটা তেমন ভালো না ,Neutral
REDWAN A.,দারাজ কে ধন্যবাদ তাড়াতাড়ি দেওয়ার জন্য কিন্তু ঘড়ি  বেশি ভালো না রং উঠানো,Neutral
Fazal U.,"চিটার,বাটপার একটা শপ এবং এর জন্য দারাজ দায়বদ্ধ! ছবির সাথে পণ্যের কোন মিল নেই। দয়া করে কেউ কিনবেন না, নিঃসন্দেহে প্রতারিত হবেন।",Negative
nabi H.,"আশানুরূপ হয়নি, অনলাইনে চকচক করা ছবি দেখে হুট করে দেখে না বুঝে অর্ডার না করাই উত্তম। তাছাড়া কমদামি জিনিস তো ভালো হওয়ার কথাও না, ধান্দাবাজ ",Negative
Monir K.,যেমন চাইছি তেমন পাইছি সেলার ভালো জিনিস দিসে। তবে ব্যবহার করার পর বলা যাবে কত দিন টিকে,Positive
Sohag,ছবির সাথে বাস্তব প্রোডাক্টের মিল নাই। ছবিতে বেশী সুন্দর। মোটামুটি চলে।,Neutral
RaiHan S,যেমন চেয়েছিলাম তেমনই পেয়েছি কিন্তু ডেলিভারিটা একটু লেটে করেছে  লেট হলেও জিনিসটা ভালো ছিল ,Neutral
Sengrak R.,"আমি যখন অর্ডার করি তখন দেখছিলাম বক্সসহ দিবে, ডেলিভারীর পর  কথা আর কাজে কোন মিল নেই। একদম বাজে প্যাকেজিং.",Negative
Apon S.,আলহামদুলিল্লাহ ভালো ভাবে এই অর্ডারটা পেয়েছি। যেমনটা চেয়েছি তেমনি পেয়েছি। ঘড়িটা দেখতে খুবই সুন্দর। ধন্যবাদ দারাজ।,Positive
Iftekhar A.,সব কিছু ঠিকই পাইছি এখন দেখি কেমন চলে। ডেলিভারি ম্যান  খুব ভালো ছিল,Positive
Ashik H,"বক্স পাই নি, ঘড়ি পাইছি, এখন প্রোডাক্ট অরজিনাল কিনা সন্দেহ হচ্ছে, প্যাকিং নিম্ন মানের। বাটপার",Negative
Mostafijur R.,"আলহামদুলিল্লাহ, অর্ডারকৃত পণ্য যথাযথ ভাবে পেয়েছি ধন্যবাদ দারাজ।",Positive
Taslima B.,"দাম অনুযায়ী ঘড়ি টি খারাপ না, কেউ চাইলে কিনতে পারেন",Neutral
Mithun,"আলহামদুলিল্লাহ, যেমন দেখাইছে, তেমন দিসে,, সেলার ভাইয়ের ব্যবহার অনেক ভাল ছিল, এখন দেখি কতদিন চলে",Positive
Alif H.,"একদম বাজে  ঘড়ি পাঠিয়েছে। যার চাবিটাই নষ্ট। এই সেলার থেকে লেদার এবং চেইনের দুটি ঘড়ি অর্ডার দিয়েছিলাম, দুটিই বাজে ঘড়ি দিয়েছে। এতটা বাজে হবে আশা করিনি।",Negative
Masum B,"কেউ অর্ডার দিয়ে ঠকবেন না। এগুলো ছবিতেই শাইনিং করে, বাস্তবে ব্যবহার করার মত না।",Negative
Ashik," অনেক ভালো যেমনটা চেয়েছিলাম তেমনটাই পেয়েছি, আর রাইডার এর ব্যবহার অনেক ভালো ছিল ধন্যবাদ দারাজকে",Positive
Akash M.,খুব সুন্দর ঘড়ি।।৩ টা অর্ডার দিয়েছিলাম। ৩ টাই ভালো পেয়েছি  ।ধন্যবাদ এত সুন্দর প্রোডাক্ট  দেওয়ার জন্য,Positive
Mainul I,"১৮ দিন পর পাইছি,  কোয়ালিটি যেমন ভেবেছি  তেমন ভালোনা।",Negative
Ajoy,"সময় মতোই পেয়েছি।  ঘরিটা ভালো  ছিলো, আর ডেলিভারি ম্যান  বেশি ছিলো।",Positive
পিয়াল,গতকাল ঘড়ি হাতে পেলাম ২৬ দিন পর কিন্তু  ১দিন পরেই ঘড়ি আর চলে না।  বালের প্রোডাক্ট দিছে দারাজ ,Negative
Najib A,"আলহামদুলিল্লাহ।খুব তাড়াতাড়ি  ডেলিভারি পেয়েছি। ঘড়িটা ভালো ,কোয়ালিটি  ভালো ",Positive
Rifatul H.,ছবির সাথে মিল নেই। ঘড়িটা মাঝে মধ্যেই বন্ধ হয়ে যায়। বেল্টটা একদমই নিম্নমানের। যেকোন সময় ছিড়ে যাবে এমন অবস্থা। ,Negative
smail H,"খুবই সুন্দর একটা ঘড়ি।। ধন্যবাদ এত সুন্দর একটা ঘড়ি দেওয়ার জন্য,, ,,",Positive
Sourav D.,ঘড়িটি আমার খুব পছন্দ হয়েছে যেমনটি ছবিতে আছে তেমনটি পেয়েছি ,Positive
Subrota S.,"আলহামদুলিল্লাহ, বাজেটের মধ্যে অনেক ভালো একটা প্রোডাক্ট, আর সেলারের ভালো ছিল , মাশাল্লাহ খুব ভালো",Positive
Ripa R.,"১ মাস অপেক্ষার পরে প্রোডাক্ট  পাইলাম,একেবারে নিম্নমানের, তাও আবার ভাঙা।  আর অর্ডার করবো না দারাজ  থেকে",Negative
Abu R.,"ঘড়ি ভাল না ,  ঘড়ির বেল্ট দূর্বল আর পিছনে কোন লেখা নেই। তাই কেউ দেখলে এটা নকল  বলবে। ।",Negative
লিমা র,মাশাআল্লাহ অনেক সুন্দর যেটা চেয়েছি সেটাই পেয়েছি।সব ঠিকঠাক ছিল ।আমার ছেলে অনেক খুশি।আপনারা ও নিতে পারেন অনেক সুন্দর প্রোডাক্ট ।,Positive
Mainul R,দাম অনুযায়ী জিনিস ভালো লেগেছে। বাচ্চাদের জন্য নিতে পারেন। ধন্যবাদ সেলার কে।,Positive
Refat R.,আলহামদুলিল্লাহ যেমন টা দেখেছি.সেইম টা পেয়েছি.. ধন্যবাদ দারাজ .আশা করি এইভাবেই বিশ্বস্ততা ধরে রাখবেন..,Positive
Shivam,প্যাকেজিং খুব ভালো ছিলো। কম মুল্যে এতো সুন্দর পন্য পাবো ভাবতে পারিনি। এক কথায় অসাধারণ। সবাই নিতে পারেন।,Positive
Surma S.,"দাম নিয়ে কোন মন্তব্য নেই, খুব ভালো জিনিস পেয়েছি,যেমন পাঠানোর কথা তেমন পাঠাইছে ।দারাজ ও সেলার সবাইকে ধন্যবাদ।",Positive
monia H,খুব সুন্দর। যেমনটা চেয়েছি তেমনটা পেয়েছি। ধন্যবাদ দারাজকে এবং ধন্যবাদ সেলারকে।,Positive
Sirat R, বাচ্চার তো খুবই পছন্দ হয়েছে। সব ঠিকঠাক এবং মানও মোটামুটি ভালোই। কোয়ালিটিও বেশ ভালো। ভালো জিনিস দেওয়ার জন্য সেলার প্রশংসার যোগ্য।,Positive
Khadiza A.,"অনেকদিন থেকেই কিনার ইচ্ছা ছিলো, খুবই সুন্দর হয়েছে খেলনাটি। আমার বাচ্চারা অনেক খুশি। ধন্যবাদ  সেলার এবং  দারাজকে",Positive
Suzan M.,"আলহামদুলিল্লাহ, যেরকম চেয়েছিলাম তার থেকে অনেক বেশি ভালো।",Positive
jannatul F,খুব ভালো প্যাকেট করা ছিল। বেবির খুব পছন্দ হয়েছে। ধন্যবাদ সেলারকে।,Positive
afroza,ভাল কিন্তু কাপড়টা বেশ পাতলা। দাম অনুযায়ী আরেকটু মজবুত কাপড় হওয়া উচিৎ ছিল।,Neutral
Ziaur R.,খুবই ভালো প্রোডাক্ট। যেমনটা দেখেছি ঠিক তেমনটাই পেয়েছি। ধন্যবাদ দারাজ।,Positive
Hasib A.,প্যাকিং ভালো। প্রোডাক্ট ভালো। নিতে পারেন। সাইজ বড়ো। কালার ঠিক আছে।,Positive
Raju S.,ছবির সাথে মিল আছে। সেইম টু সেইম  প্রোডাক্টটি পেয়েছি খুবই ভালো লেগেছে। বাচ্চাদের খেলার জন্য খুবই সুন্দর একটি প্রোডাক্ট।,Positive
Nafiz T.,"প্রোডাক্টটি  ভাল ছিল, ,,, সবাই কিনতে পারেন,,,, কম দামে ভালো প্রোডাক্ট ",Positive
mustafizur R.,"মানুষ প্রোডাক্ট কিনে টাকা দিয়ে , সো আপনাদের উচিৎ ভালো ভাবে চেক করে প্রোডাক্ট দেওয়া",Negative
Mithun,"ধন্যবাদ সেলার ও দারাজ, প্রোডাক্ট ভাল ভাবেই হাতে পেয়েছি। আমার মেয়ে অনেক খুশি।  ডেলিভারি ম্যান এর ব্যবহার খুব  ভাল ",Positive
sharmin L.,প্যাকেজিং  অনেক ভালো ছিলো। ৫০ টি বলই পেয়েছি। সেলার অনেক আন্তরিক। ডেলিভারি অনেক দ্রুত পেয়েছি। ধন্যবাদ সেলারকে।,Positive
Badol K.,"এক কথায়, কম দামে ভালো পন্য পেয়েছি, ৫০টি বল ছিল এবং পন্যের মান ভালোই ছিল, আমার মেয়ে অনেক খুশি পেয়ে, পন্য সরবরাহের ভাইটির ব্যবহার অনেক ভালো ছিল,",Positive
Billal H.,"পছন্দ করার মত একটা জিনিস, সবার পছন্দ হয়েছে।",Positive
Nusrat A,আমার মেয়ে অনেক খুশি হয়েছে।। টেন্ট হাউজটা অনেক সুন্দর ।,Positive
Jabid I.,জিনিসটা  খুবই সুন্দর এবং কোয়ালিটিফুল এই প্রাইজের  মধ্যে । বাচ্চারা অনেক আনন্দ পায় এটার সাথে। ,Positive
Abidur R.,"অসাধারণ একটা প্রোডাক্ট ,আপনি নিতে পারেন আমার ছেলেরা খুব খুশি।",Positive
Kaisar U,খুব সুন্দর হইছে। আমার বাচ্চা এটা এতো পছন্দ করছে যে সারাদিন এটার ভিতর থাকতে চায়,Positive
ammatan S,খুব সুন্দর। বাচ্চারা খুব মজা পাইছে। বাচ্চার বাবাও ভিতরে খেলতে ঢুকে গেছে,Positive
Mazahar H,"খুবই ভালো প্রোডাক্ট , আমরা ছেলে পছন্দ করেছে।ধন্যবাদ বিক্রেতা ও দারাজ কে।",Positive
Sharmin S.,"আলহামদুলিল্লাহ অনেক সুন্দর,, আমার মেয়ে অনেক খুশি, সবাই নিতে পারেন,",Positive
Sharmin S,"আলহামদুলিল্লাহ, ধন্যবাদ দারাজ এবং সেলারকে সঠিক এবং দ্রুত পন্য ডেলিভারি দেওয়ার জন্য। খুবই সুন্দর এবং পছন্দের জিনিস।",Positive
Sona R.,অনেক ভালো।আমার মেয়ে অনেক খুশি। আমি ভাবতেও পারিনি যে ঘরটা পেয়ে আমার মেয়ে এত খুশি হবে দারাজ কে ধন্যবাদ ,Positive
Muhaiminul I,"সুন্দর ভাবে প্যাকেটিং  করা ছিলো।যেমনটা ছবিতে, ঠিক তেমন ই পেয়েছি। দাম ও  অনেক কম । ধন্যবাদ সেলার।",Positive
israt F,সময় মত ডেলিভা‌রি পেয়েছি। প্রোডাক্ট ঠিক আছে। সেলার‌কে ধন‌্যবাদ।,Positive
Tuli R.,আলহামদুলিল্লাহ। দ্রুত ডেলিভারি পেয়েছি। বাচ্চারা এটা পেয়ে খুশি৷ আল্লাহ সুবহানাহু ওয়াতাআ'লা সেলারের ব্যবসায় আরও বরকত দান করুন।,Positive
Nafis K,কাপড় খুব পাতলা। একপাশ থেকে অন্যপাশ  দেখা যায়। দোয়া করে ভালো প্রোডাক্ট দিবেন। এমন করবেন না মানুষের সাথে ,Negative
Mazharul I.,কম টাকায় ভালো জিনিস কিনেছি । ভালোই চলছে। বাচ্চারা খুশি ।আপনিও নিতে পারেন ,Positive
Sabina Y.,ধন্যবাদ সেলারকে। অর্ডার অনুযায়ী প্রোডাক্ট দেয়ার জন্য । সাইজ বেশ ভালোই। পছন্দ হয়েছে অনেক।,Positive
Md.Munabbarul I.,সেলার কথা  রেখেছে ছবি  অনুযারী সেইম কালার দিয়েছে। ভালো প্রোডাক্ট । সবাই নিতে পারেন,Positive
Shah N.,"যেমনটা চেয়েছি তেমনি পেয়েছি। ধন্যবাদ দারাজকে, প্যাকেজিং  ও ভাল ছিল। বলও পেয়েছি ৫০ টা।",Positive
Rini,"বল গুলো  খুবই নিম্ন মানের, ছবির সাথে কোনো মিল নাই। আর ডেলিভারি চার্জ অনেক বেশি।",Negative
Liton N,আমি অনেক খুশি আমার বাবু খুব খুশি হয়েছে। প্রোডাক্ট টি ভালো। ধন্যবাদ দারাজ,Positive
Tahmin P.,দাম অনুযায়ী ভালো পণ্য..ধন্যবাদ দারাজকে সঠিক  পণ্য সঠিক  সময়ে দেওয়ার জন্য..,Positive
Sharif A,কেউ নিতে চাইলে নিতে পারেন ছবিতে যেমন টা ছিল ঠিক তেমন ই পাইছি । ধন্যবাদ,Positive
Oazed S.,এটা অনেক সুন্দর একটা খেলনা।আমার ছেলে অনেক খুশি হয়েছে। ধন্যবাদ দারাজ।,Positive
Rakibul I.,অনেক সুন্দর যেমনটা ভেবেছিলাম তেমনটাই পেয়েছি । দারাজ সেলারকে ধন্যবাদ,Positive
Ehasanul R.,আলহামদুলিল্লাহ। যেমন দেখেছি তেমন পেয়েছি ধন্যবাদ সেলার কে,Positive
Nipa,মোটামুটি ভালো। তবে প্রাইজ অনুযায়ী আরো ভালো করা উচিত ছিল।,Neutral
Galib M.,প্রোডাক্ট এর কোয়ালিটি ভালো। সার্ভিসও ভালো পেয়েছি।,Positive
Russell A.,পণ্য টা অনেক ভালো আমার খুব ভালো লাগছে ধ্যনবাদ দারাজ,Positive
Rozina B.,যেমনটা চেয়েছি তেমনটা পেয়েছি।ধন্যবাদ দারাজকে ও সেলারকে ঠিক মত পণ্যটি দেওয়ার জন্য।পেকেজিং ও ভালো ছিল। আপনারাও চাইলে কিনতে পারেন।,Positive
Nasir U.,প্রোডাক্ট যা অর্ডার করেছি সেটি পেয়েছি। ছেলেমেয়েরা সেই রকম খুশি। তাদের খুশি দেখে কেনা সার্থক মনে হচ্ছে। ,Positive
ToTa1720,"ডেলিভারি ম্যান যথেষ্ট ভাল। প্রোডাক্ট হাতে পেয়েছি। যেমনটা দেখেছি, সেরকমই। আমার ছেলে-মেয়ে খুশি।",Positive
Jakeir H,দারাজ থেকে গত তিন বছর যাবৎ  পন্য কিনছি।কিন্তুুু এই বেবি মশারির মতো এত ভালো মানের পন্য আর কখনো পাইনি ১০০% অসাধারন।ধন্যবাদ দারাজ ,Positive
Moinul H.,বলের কোয়ালিটি টা আরেকটু ভালো হইলে ভালো হইতো। তা ছাড়া বাকি সবকিছুই ঠিকঠাক ছিল। ,Neutral
Priangka,অনেক ভাল একটি প্রোডাক্ট৷ আমার বেবী খুব খুশি হয়েছে। ধন্যবাদ দারাজকে এতো কম দামে ভাল প্রোডাক্ট দেওয়ার জন্য ।,Positive
Rony S.,এক কথায়  অসাধারণ। সেলারকে বলেছিলাম যেভাবে প্রোডাক্ট সেইভাবেই পেয়েছি।  সবাই নিতে পারেন।,Positive
Mahmudur R.,"সুন্দর এবং চমৎকার একটি প্রোডাক্ট, বাজারের চেয়ে কম মূল্যে পেলাম। ",Positive
Saidur R,খুবই সুন্দর একটি প্রোডাক্ট।খুবই ভাল একটি প্রোডাক্ট। যারা কম দামের মধ্যে এরকম একটা প্রোডাক্ট চাচ্ছেন তাদের আমি কেনার জন্য বলব । ধন্যবাদ দারাজকে এবং সেলারকে।,Positive
Feroza K.,সেলার কথা মত একদম পারফেক্ট প্রোডাক্ট  দিছে  আর খুব দ্রুত ডেলিভারি পাইছি  মাত্র ২ দিনে আলহামদুলিল্লাহ। ধন্যবাদ সেলারকে।।,Positive
farhad H,এত কম দামে এত ভালো প্রোডাক্ট ধন্যবাদ সেলার কে। সবাই নিতে পারেন। আশাকরি বাচ্চাদের অনেক পছন্দ হবে।,Positive
Sharmin,"টেন্ট হাউজটি সুন্দর ভাবে প্যাকেট করা ছিল, আমার মেয়েটা খুবই খুশি হয়েছে, ধন্যবাদ সেলারকে",Positive
Hosne M,মশারিটা খুবই সুন্দর। আমার মেয়ে এইটা পেয়ে অনেক খুশি। মেয়ের খুশি মানেই তো আমাদের খুশি ,Positive
Tutul R, টেন্ট হাউস যেমনটা দেখানো হয়েছে তেমনটা দেওয়া হয়নি খুব খারাপ মানের।এমনটা কেন করলেন আমার সাথে ,Negative
সুমাইয়া,দারাজ কে অনেক ধন্যবাদ এত সুন্দর একটি প্রোডাক্ট ডেলিভারি করার জন্য আপনারা সবাই নিতে পারেন,Positive
RASHEDUZZAMAN S.,"ধন্যবাদ সেলারকে, অনেক ভালো এবং ছবিতে যেমন ছিল ঠিক তেমনই পেয়েছি। আর অনেক তাড়াতাড়ি  পেয়েছি।",Positive
Ferdous A.,বল আর তাবু ঠিক আছে। তাবুটা একটু ভারী হলে ভালো হতো। কিন্তু বাচ্চা খুব খুশি। ,Neutral
Saikot,"অনেক অনেক অনেক সুন্দর হইছে,দুই দিনেই ডেলিভারি পেয়েছি।ঘরটাও বেশ ভালো।নিতে পারেন সবাই।",Positive
Nazmul I.,"যেটা চেয়েছি, ঠিক সেইটাই পেয়েছি, ধন্যবাদ বিক্রেতাকে সঠিক পন্যটি দেওয়ার জন্যে",Positive
Mohidul I.,"খুব ভালো , প্যাকেটটা খুব ভাল ছিল। ছবির মতই, যা চেয়েছি তাই পেলাম। ধন্যবাদ দারাজ",Positive
humayun K.,বলগুলো একদম নিম্নমানের। ঘরের কাপড়ের মান ভালো না। সে অনুযায়ী দাম একটু বেশি হইছে।,Negative
Nafisa P.,দাম অনুযায়ী জিনিসটা অনেক খারাপ ছিল। আমার কাছে ভালো লাগে নাই। জিনিসটার মান ও অনেক খারাপ।,Negative
Monwarul,ডেলিভারি ম্যান কে অসংখ্য ধন্যবাদ। বিক্রেতাকে অসংখ্য ধন্যবাদ। পণ্যের মান ভালো।,Positive
sorifa,প্যাকেজিং সিস্টেম অনেক সুন্দর। যেমনটি চেয়েছিলাম তেমনি পেয়েছি। ধন্যবাদ দারাজকে,Positive
Hasan M.,"ভাবছিলাম বল গুলো রাবারের,কিন্তু প্লাস্টিক। সবকিছু খারাপ না,মোটামুটি ভালোই।",Neutral
ahadul I.,যেমন দেখেছি  ঠিক তেমনি পেয়েছি এবং সব ঠিক ছিল আর বাচ্চারাও খুশী ধন্যবাদ,Positive
Abdul M.,"অনেক সুন্দর,আমার ছেলে অনেক পছন্দ করেছে।যেমনটা ভেবেছিলাম ঠিক তেমনই",Positive
Arnab D,ভালো লাগছে বাচ্চারা এটা পেয়ে অনেক খুশি দারাজকে অনেক ধন্যবাদ,Positive
Mahadi H.,চমৎকার তাবু। আমার ছেলে-মেয়ের খুব পছন্দ হয়েছে। ধন্যবাদ সেলার।,Positive
Nazrul I,খুব ভাল এটা সবাই নিতে পারেন। আমার বাচ্চাদের খুব পছন্দ হইছে।,Positive
Yasir M.,খুবই মন খারাপ হলো পার্সেলটি হাতে পেয়ে। আমি অর্ডার করেছিলাম একটা কিন্তু পাঠিয়েছেন অন্য একটা।তাহলে বেশি টাকার অর্ডার করে কি লাভ।আমার বাচ্চার ও মন খারাপ হয়ে গেছে।,Negative
Md.Rafat T,পন্যটির দামের সাথে পন্যটির গুণগত মান সামঞ্জস্যপূর্ণ। সাইজেও ঠিক আছে। পণ্যটি ভালোভাবে হাতে পেয়েছি।,Positive
Ariyan R.,"আলহামদুলিল্লাহ যেরকম টা দেখেছিলাম সে রকমটাই পেয়েছি,, আপনারা চাইলে নিতে পারেন,, খুব ভালো একটি পণ্য,, আপনারা চাইলে এটা নিতে পারেন,,",Positive
Hala D,ডেলিভারি ভাই ধন্যবাদ আপনাকে। আর আমি আমার জিনিস টা হাতে পেয়েছি ভালো ভাবে। জিনিস টা অনেক সুন্দর।চাইলে আপনারা ও নিতে পারেন।,Positive
Jahid H.,ভাই এসব ফাইজলামি একবারে ঠিক না চাইলাম কালা দিলেন সাদা তাও দিছেন একটা গেঞ্জি দিতেন জার্সি দিতে কে বলছে ,Negative
Nishantu C.,"আমি প্রথমে একটি অর্ডার করেছিলাম,, ঠিক যেমন দেখছি তেমন পাইছি, তাই আরকে টি অর্ডার দিয়েছি,, এবারও খুব ভালো পেয়েছি,,আপনারা চাইলে নিতে পারেন, দাম হিসেবে কাপড়ের মান খুব ভাল",Positive
Mahi M,কাপড়ের কোয়ালিটি এত ভালো না হলেও দাম অনুযায়ী মানিয়ে নেওয়া যায়।কেউ নিতে চাইলে দাম বিবেচনা  করে নিবেন।,Neutral
Gourab R.,টি শার্ট টা খুব ভালো।চাইলে আপনারা নিতে পারেন। ধন্যবাদ সেলার ভাই ও দারাজে।,Positive
ahoshan," ছবির সাথে পন্যের মিল নাই , সেলাইয়ের মান ভালো না, বাংলা কোয়ালিটি, ",Negative
Somaya A,"ভাই খুব ভালো টি-শার্ট  ধন্যবাদ দারাজ কে  কিন্তু অর্ডার করেছিলাম  L, সাইজ আমারে দিছে XL সাইজ , তবে ভালো আপনারা নিতে পারেন ",Neutral
Evan R,"এটা আমার প্রথম অর্ডার ছিল, দাম অনুযায়ী মোটামোটি  ভালোই আছে  কিন্তু ডেলিভারি ম্যানের আচরণ টা ভালো লাগেনি",Neutral
Emran,১৩৫ টাকা হিসেব করলে হাজার গুন ভালো প্রোডাক্ট  পেয়েছি!সাইজ এবং মান নিয়ে খুবি চিন্তায় ছিলাম যে কেমন হবে।প্যাকাজিং টা ভালো ছিল। ধন্যবাদ দারাজ ,Positive
Sunny,মাশাআল্লাহ খুব সুন্দর টি-শার্টটি ধন্যবাদ দারাজ এবং ডেলিভারি ভাইকে ডেলিভারী ভাইটা অসম্ভব সুন্দর ব্যবহারের অধিকারী,Positive
MD.Rahmatul,"আমি ভাবি নাই, এতো তাড়াতাড়ি ডেলিভারি টা পেয়ে যাব। আর প্রোডাক্টাও খুব ভালো। যেমনটা চেয়েছিলাম, ঠিক তেমনটাই পেয়েছি।।।।",Positive
Sakib,খুবই ভালো জিনিস আমার খুব পছন্দ হয়েছে ডেলিভারি  খুব তাড়াতাড়ি পাইছি,Positive
Sohel R,"ভাই এটা কি দিলেন ,দিলাম একটা আর দিলেন আরেকটা মানে কি? কি মনে করছেন আপনারা মানুষ টাকা দিয়ে অর্ডার  দেয়  ঠকার জন্য না।  বাটপার দারাজ",Negative
Natun,দারাজে প্রথম অভিজ্ঞতা  ছিল যেমনটা আশা করেছিলাম তাই পেয়েছি ডেলিভারি অনেক দ্রুত ।,Positive
faojul A.,ততটা ভালো না। কিন্তু দাম অনুযায়ী  ঠিক আছে। মোটামুটি চলে ।আপনার ইচ্ছা নিবেন কি না ,Neutral
Foysal A,যেমন চেয়েছি তেমন পেয়েছি আপনারা নিতে পারেন কিন্তু ডেলিভারি হতে অনেক দেরি হয়েছে,Neutral
farhad A.,কম দামে ভালো প্রোডাক্ট আপনারা চাইলে নিতে পারেন আমার অনেক ভালো লাগছে।,Positive
siam S,হালারা চোর। চাইছি একটা দিছে একটা।। দারাজের সেলারকে পাইলে পিটাইয়া টাকা ফিরত নিবো,Negative
Khan S.,খুবই ভালো একটা জিনিস আমার খুব ভালো লাগছে  আপনার চাইলে নিতে পারেন,Positive
Masum B,দাম অনুযায়ী গেঞ্জিটা ভালোই আছে। কাপড়টাও মোটামুটি ভালো। ধন্যবাদ!,Positive
Fahad F.,আলহামদুলিল্লাহ সবকিছু ঠিক আছে।জামাটা ভাল আছে নিতে পারেন।,Positive
Ruksad A,ছবির সাথে কাপড়ের কোন মিল নেই একদম হালকা কাপড়,Negative
nila,এই প্রাইজে টি-শার্ট টা ভালো আছে। কিন্তু সমস্যা হলো অন্যান্য টি-শার্ট এর সাইজ থেকে এইটার সাইজ একটু ছোট। আমি সাধারণত M সাইজ ব্যবহার করি আর এইটার L সাইজ  দিয়েও ছোট হচ্ছে,Neutral
Koushik R.,ভাইরে ভাই জিনিস পাইছি ভালোমতো কিন্তু খুইলা তো পুরাই অবাক হইয়া গেলাম অর্ডার করলাম কটন কাপড় পাইলাম জার্সি কাপড়,Negative
Anwar,"একদম ফালতু,কাপড় এর মিল নাই সাথে সাইজ ও মিল নাই",Negative
Mojahid H.,"যেমন ভেবেছিলাম তেমন না,,,, এই দাম হিসেবে আরো একটু ভালো হওয়ার কথা ছিল,,, নিতে পারেন ভালো হবে আমার দৃষ্টিকোণ থেকে।",Neutral
Ahsan,ভাই গেঞ্জির ডিজাইনটা খুব সুন্দর কিন্তু জার্সি কাপড় আর খুব পাতলা যেটা শীতের জন্য উপযোগী নয় ,Neutral
Nilima L.,খানকির পোলারা বাল দিছে L সাইজ টি শার্ট বাচ্চাদের শরীরে ও লাগবে না। মাদার চুদের বাচ্চারা তোদের মায়ের চুদাইন্না টাকা এগুলা?? উত্তর দে,Negative
rabia,সেলারকে ধন্যবাদ জানাই সঠিক সময়ে দেয়ার জন্য খুবই ভালো লাগলো যেমন চেয়েছি তেমন দিয়েছে আপনারা সবাই নিতে পারেন খুবই ভালো,Positive
Choiti A.,আলহামদুলিল্লাহ  যেমনটা ছবিটা দেওয়া আছে ঠিক তেমনি পেয়েছি ।,Positive
Samir,ভাই কেউ নিয়েন না। যদি টাকা নষ্ট করতে চান তাহলে নিতে পারেন। তা না হলে নিয়েন না।  দারাজ কে বলতে চাই এই সব দুই নাম্বার সেলারদের জন্য আপনাদের বদনাম হবে,Negative
Mohammed A,সবকিছু ঠিক আছে আমি M  সাইজ অর্ডার করছিলাম কিন্তু L সাইজ  পাইছি,Neutral
Muntasir S,"গেঞ্জি  টা খুব ভালো। যেমন অর্ডার দিয়েছি তেমন পেয়েছি।ডেলিভারি ম্যান ও ভালো ছিল ,ধন্যবাদ দারাজ",Positive
Abdullah A.,দাম অনুযায়ী প্রোডাক্টটা  ভালোই। আপনারা চাইলে সবাই নিতে পারেন। গেঞ্জিটা নরম অনেক।,Positive
Mahbubulhasan T.,যা চেয়েছিলাম তাই পেয়েছি। দাম অনুযায়ী কাপড়টা খুবই ভালো সবাই নিতে পারে।,Positive
Naim H.,পোশাক টা একদম বাজে কাপড়ের।দারাজ থেকে এটা আশা করিনি,Negative
Kaosar,খুব খারাপ একদম বাজে একটা পণ্য কেউ নিবেন না দয়া করে,Negative
Rabbi D.,অনেক বড় সাইজ দিছে । আর কি রকম পুরাতন পুরাতন,Negative
mow,সেলার কে ধন্যবাদ ঠিক সময়মত প্রোডাক্ট পৌঁছে দেওয়ার জন্য ঠিক যেমনটা অর্ডার করেছিলাম তেমনটাই পেয়েছি ,Positive
helal,খুব ভালে টি শার্ট আমার পছন্দ হইছে খুব সব কিছু ঠিক ছিলো ধন্যবাদ দারাজকে সুন্দর জিনিস দেওয়ার জন্য,Positive
Jahid H.,জামার সাইজ ও মান ঠিক আছে। দাম ও অনেক কম। কম দামে ভাল জিনিস মানেই দারাজ ,Positive
Shahriar H,কাপড়টি খুব সুন্দর এবং আরামদায়ক। পড়লে খুব সুন্দর লাগে। আশা করি সবার পছন্দ হবে। প্যাকেজিং ভালো ছিল। ডেলিভারি পেতে দেরি হয়নি।,Positive
Imtiaz B.,সেলার ভাইকে অসংখ্য ধন্যবাদ। আপনার কথা ও কাজে যথেষ্ট মিল রয়েছে। সঠিক সাইজ পাঠানোর জন্য আবারো ধন্যবাদ।,Positive
Ahsan H,"প্রাইজ  অনুযায়ী ভালো। কাপড়টা পাতলা, তবে দাম অনুযায়ী এটা ঠিক। ঠিকঠাক সাইজ পেয়েছি। ",Neutral
Tanvir A,"যেমনটি চেয়েছিলাম ১০০% তেমনটি পেয়েছি, কোয়ালিটি ও অনেক ভালো, সেলার ও অনেক আন্তরিক,, সাইজ ও পারফেক্ট,, চোখ বন্ধ করে কিনতে পারেন,, ডেলিভারি ম্যান অনেক অনেক ভালো ছিলো, ধন্যবাদ",Positive
Shaon A.,যেমনটা অর্ডার করেছিলাম তেমনটাই পেয়েছি। দাম অনুযায়ী অনেক ভালো প্রোডাক্ট।ডেলিভারি ম্যান  ভালো ছিল। ধন্যবাদ সেলারকে। দারাজকেও ধন্যবাদ।,Positive
